id,trigger,conditions,script,text,options,notes
GS_ADVENTURERS_cont2Sel,DialogOptionSelected,$option == GS_ADVENTURERS_cont2,$salvageLeaveText = Leave 0,"Este é um navio de aventureiros mercenários tripulados por uma mistura colorida de personalidades distintas de mundos representativos de uma ampla faixa do Setor Persano. O capitão era um ex-oficial que se viu do lado perdedor de uma pequena rebelião da Liga Persa. O piloto, um piloto que virou contrabandista, se recuperou do vício em estímulos. Ex-Diktat que se tornou renegado, presente no massacre de... descendente de uma família de oficiais do entardecer, mãe autoritária, renegada depois... do engenheiro, do armeiro, do navegador... todos detalhes irrelevantes. Você folheia o relatório mais rapidamente. Você não pode imaginar como eles conseguiram trabalhar juntos. Não importa; eles estão todos mortos agora.","salExplore:Avaliar o valor residual do navio 
defaultLeave:Leave",
,,,,,,
"Abyssal ghost ships, ""Chartery of Opis"" variation",,,,,,
GS_OPIS_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_OPIS score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",Seu $shipOrFleet se aproxima de $aOrAn $nameInText.,"GS_OPIS_cont1:Explorar 
defaultLeave:Sair",
GS_OPIS_cont1Sel,DialogOptionSelected,$option == GS_OPIS_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","Você assiste as equipes de resgate via feed de vídeo enquanto sua plataforma e o enxame de drones se aproximam do abandonado. Os detalhes das varreduras ópticas de longo alcance são confirmados: sob uma pátina de intemperismo espacial, o casco ainda ostenta um registro corporativo e o brasão da Carta de Opis, um sistema político aniquilado durante a Crise de Askonia do ciclo 181.",GS_OPIS_cont2:Continuar,
GS_OPIS_cont2Sel,DialogOptionSelected,$option == GS_OPIS_cont2,,"O único corpo encontrado a bordo é o do ex-capitão, sentado em seu console de comando, com os olhos ressecados fixos no nada sufocante do espaço profundo. Atrás do CIC, no centro de informática blindado, há uma interface central de IA fabricada pela Tri-Tachyon. Apenas sentado ali, despretensioso, ao ar livre, uma instalação de hardware comercial perfeitamente casual. Isso data o navio ainda mais, antes das guerras de IA. Nenhum núcleo está no berço, entretanto. Talvez tenha sido tirada quando o navio foi abandonado.",GS_OPIS_cont3:Continuar,
GS_OPIS_cont3Sel,DialogOptionSelected,$option == GS_OPIS_cont3,$salvageLeaveText = Leave 0,"Seu oficial técnico supervisiona uma tentativa de ler os registros, para encontrar alguma pista do que aconteceu e por quê - mas os bancos de memória foram todos limpos por um programa de limpeza repetido que continuou até que a energia de backup acabasse. Uma investigação arqueológica forense completa pode revelar respostas, mas você não tem tempo nem equipamento para tal indulgência.","salExplore:Avaliar o valor residual do navio 
defaultLeave:Leave",
,,,,,,
"Abyssal ghost ships, ""Pirates"" variation",,,,,,
GS_PIRATES_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_PIRATES score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",Seu $shipOrFleet se aproxima de $aOrAn $nameInText.,"GS_PIRATES_cont1:Explorar 
defaultLeave:Sair",
GS_PIRATES_cont1Sel,DialogOptionSelected,$option == GS_PIRATES_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","À medida que suas equipes de salvadores rompem o casco, eles descobrem sinais reveladores de uma tripulação pirata: armas de mão exibidas de forma proeminente, decoração tão ousada e brutal quanto pouco sofisticada - crânios e vermelho-sangue predominam, e sinais de manutenção indiferente realizada no navio. sistemas de navios menos interessantes. Não é um navio-túmulo, no entanto. Pelos números, a maior parte da tripulação parece ter escapado antes de deixar o casco abandonado. Algumas infelizes vítimas de violência pessoal parecem ter sido deixadas para trás em algum tipo de conflito interno, e os ciclos não foram tão bons quanto o que restou enquanto os sistemas de suporte à vida falhavam lentamente.",GS_PIRATES_cont2:Continuar,
GS_PIRATES_cont2Sel,DialogOptionSelected,$option == GS_PIRATES_cont2,$salvageLeaveText = Leave 0,"Uma pesquisa superficial dos registros que os oficiais superiores se preocuparam em manter sugere que este navio fazia parte de uma pequena flotilha pirata que rastreava uma expedição independente bem abastecida que atravessava a orla externa. Essa expedição avistou os piratas e então disparou rapidamente em direção ao Abismo. Os piratas os seguiram e logo perderam suas presas na escuridão estonteante. Com os suprimentos e o combustível diminuindo e sem a certeza de um 'reabastecimento hostil', a liderança pirata começou a discutir e, em seguida, a desmantelar os cascos enquanto consolidava a tripulação nos navios restantes - sob o cano de uma arma, conforme necessário. Parece que não havia espaço suficiente para todos.","salExplore:Avaliar o valor residual do navio 
defaultLeave:Leave",
,,,,,,
,,,,,,
# Stranded in deep space with no Transverse Jump,,,,,,
StrandedInDeepSpaceStart,StrandedInDeepSpace,,,"Não pode mais ser negado. Você está preso no espaço profundo perto de um objeto celestial obscuro, tendo saltado tolamente antes de garantir que seu $shipOrFleet pudesse pular de volta. Os oficiais da ponte estão evitando com muito cuidado o pânico total, atribuindo tarefas de manutenção e acabando com a especulação. Ainda assim, você não pode deixar de notar olhares questionadores - os espaçadores seguirão quase qualquer ordem, mas isso é um erro grave. Seu oficial de navegação parece estar tendo uma acalorada discussão de comunicação intra-navio com seu chefe de engenharia. Você pega frases-chave, ""muito perigoso"", ""teoricamente impossível"", ""funcionou uma vez"".","strandedInDeepSpace0:""Navegação, relatório.""",
StrandedInDeepSpace0,DialogOptionSelected,$option == strandedInDeepSpace0,,"Navigation, profundamente envergonhado por ser pego no meio de uma discussão, saúda e explica. Parece que um técnico sênior encarregado do hiperdrive está insistindo em falar com você. Eles têm uma ideia maluca sobre voltar ao hiperespaço e de alguma forma convenceram seu engenheiro-chefe de que isso é viável.","strandedInDeepSpace1:""Reunião agora. Minha cabine.""",
StrandedInDeepSpace1,DialogOptionSelected,$option == strandedInDeepSpace1,,"Ancião e cheio de cicatrizes, o técnico sênior é realmente sênior, provavelmente tendo mais experiência espacial do que qualquer outra tripulação ou oficial em seu serviço. O espaçador antigo produz uma saudação mínima viável. ""$PlayerSirOrMadam. Com todo o respeito, mas você cometeu um verdadeiro erro ao colocar o $shipOrFleet em um poço de gravidade do nada."" Seu oficial de navegação inspira para começar uma reprimenda, mas o espaçador avança: ""A boa notícia é que vi que é possível saltar direto para o hiperespaço. Mas é arriscado"", dizem eles, olhando para baixo. ""Arriscado."" ""Mas"", um sorriso torto aparece, ""É melhor ter que comer os oficiais, certo?""","strandedInDeepSpace2:""Qual é a sua proposta, técnico sênior?""",
StrandedInDeepSpace2,DialogOptionSelected,$option == strandedInDeepSpace2,"SetTextHighlights ""Transverse Jump""","lendário capitão contrabandista que mostrou esse truque ao técnico sênior os fez prometer nunca contar a ninguém sobre isso. Mas visto que ela morreu cerca de quarenta ciclos antes, e dada a situação atual, o velho espacial está disposto a alterar ligeiramente o espírito do acordo para sair desta confusão. Uma modificação no software de campo do hiperdrive permitirá que você execute uma espécie de salto transversal diretamente do espaço normal para o hiperespaço. Também é útil para saltar através de pontos de salto subviáveis que são inacessíveis ao fazer hipersaltos dentro dos parâmetros aprovados pelo Domínio. Nav parece horrorizado e a Engenharia balança a cabeça enquanto analisa as modificações propostas em um TriPad surrado.","strandedInDeepSpace3a:""Funcionará?"" 
strandedInDeepSpace3b:""Quais são os riscos?"" 
strandedInDeepSpace3c:""Faça as modificações e prepare-se para saltar.""",
StrandedInDeepSpace3a,DialogOptionSelected,$option == strandedInDeepSpace3a,RemoveOption strandedInDeepSpace3a,"Seu oficial de navegação suspira, parecendo perturbado. ""Teoricamente"", dizem eles, esfregando os olhos. ""É extremamente pouco ortodoxo. Esta... esta noção de empilhamento de ressonância invertida"", eles cutucam um diagrama misterioso que gira ao longo de eixos um pouco ao norte de quatro dimensões, arcos e linhas tremulando com entusiasmo não-euclidiano através do mero espaço tridimensional do olá. ""Não deveria funcionar. A matemática parece dar a solução correta, mas para chegar lá...""",,
StrandedInDeepSpace3b,DialogOptionSelected,$option == strandedInDeepSpace3b,RemoveOption strandedInDeepSpace3b,"Seu engenheiro-chefe para de balançar a cabeça para responder. ""Bem. Nossos geradores de campo não foram projetados para isso, mas devem cair - apenas - dentro dos limites de falha. Teremos que combater o agrav, guardar tudo e todos."" Um suspiro, como se estivesse desistindo, então: ""Se não funcionar, estaremos todos mortos e será tão rápido que nem saberemos. Se funcionar, vai doer. Espere um impacto significativo."" atingiremos a prontidão operacional. E precisaremos de reparos."" Um olhar pensativo: ""Claro, presumindo que funcione, com a telemetria para calibrar..."" Seu oficial de navegação parece chocado com o pensamento.",,
StrandedInDeepSpace3c,DialogOptionSelected,$option == strandedInDeepSpace3c,"AddAbility fracture_jump
$makeTranverseJumpCostMoreCROnce = true","""$PlayerSirOrMadam"", todos respondem. O velho espaçador sorri desigualmente mais uma vez para a carranca de seus oficiais superiores.",defaultLeave:Voltar ao seu comando,
,,,,,,
#dialogTopLevelMenuOptions,PopulateOptions,$menuState == fleetConvMain,,,"#demand:Demand... 
#offer:Offer... #ask about-Pergunte sobre... 
cutCommLink:Corte o link de comunicação",
# wormhole cache,,,,,,
limboWormholeCacheBegin,BeginSalvage,$limboWormholeCache score:1000,,"Com as defesas automatizadas limpas, seus salvadores estão livres para abrir os enormes cofres de gravidade zero do cache. A energia é fornecida a conduítes mortos, os circuitos fusíveis são substituídos por acessórios temporários e as grandes portas são persuadidas a afrouxar suas restrições mecânicas. A princípio, parece estar vazio. Uma tumba colossal, nunca preenchida. Em seguida, o radar montado na sonda começa a criar uma imagem na tela da ponte enquanto as luzes do traje empilham seus feixes no espaço, captando montes de poeira e gás flutuando pela reabertura. As longarinas brilham no escuro, revelando uma simetria radial tripla. ""$PlayerSirOrMadam"", diz seu oficial técnico, com a atenção fixada não nas câmeras do traje ou no display da ponte, mas nas especificações técnicas percorrendo um display já cheio de diagramas e documentos. ""Você tem que ver isso.""",limbo_wormholeCacheBegin2:Continuar,
limboWormholeCacheBegin2,DialogOptionSelected,$option == limbo_wormholeCacheBegin2,"$player.gotWormholeCalibrationData = true
AddTextSmall ""Acquired wormhole calibration data for nearby stable location"" highlight","É velho. Muito velho. Mas as consultas enviadas pelos interfaces dos seus salvadores estão retornando em verde. Em geral. ""É uma âncora de buraco de minhoca"", explica seu oficial técnico, com entusiasmo palpável. ""Carregado com dados de calibração e combustível para alimentar o que quer que fosse fazer. Isso foi preparado para ser implantado em um ponto de estabilidade próximo. A automação entrou em modo de espera em algum momento e... aqui está ela.""","salPerform:Examine o achado 
100:defaultLeave:Apenas saia",
limboWormholeCacheBeginAgain,BeginSalvage,"$limboWormholeCache score:1000
$player.gotWormholeCalibrationData",,"Os enormes cofres de gravidade zero do esconderijo estão abertos, suas profundezas negras com um pressentimento como uma tumba colossal. A antiga âncora do buraco de minhoca aguarda em seu centro, a cintilação e a carícia das consultas de status retornando em sua maioria verdes. Ele ainda está preparado para uso no local estável próximo, mas a remessa de transplutônicos que seus sistemas automatizados aguardavam nunca foi entregue.","salPerform:Examinar a localização 
100:defaultLeave:Sair",
,,,,,,
# Ice giant which the Gate Hauler orbits,,,,,,
gh_namelessIceGiant,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$gateHaulerIceGiant score:100","ShowDefaultVisual
FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo","Seu $shipOrFleet se aproxima de $entityName. O gigante de gelo gira abaixo do seu $shipOrFleet, iluminado apenas pela luz mais tênue da galáxia, aquecido apenas pela pressão interna da gravidade e pela mais tênue centelha de decadência atômica. É improvável que se forme naturalmente no espaço interestelar, este planeta deve ter sido expulso do seu sistema natal por alguma interação cataclísmica em eras passadas. À deriva, está condenado a encolher e a arrefecer em direção ao meio interestelar ao longo de milhares de milhões de ciclos.",,
,,,,,,
# Gate Hauler interactions,,,,,,
gateHaulerStart1,OpenInteractionDialog,"$gateHauler
!$explored
!$activated",ShowDefaultVisual,"Seu $shipOrFleet se aproxima de $entityName. É um Leviatã de fora do tempo, ao mesmo tempo familiar por suas muitas e variadas representações na cultura secundária do Setor Persean pós-Colapso. Mas, vendo-o aqui na proverbial carne, é a força alienígena do poder do Domínio reificada diante de você, assomando como um imperador enegrecido caído morto - mas ainda sonhando - em um trono de estrelas. Você sente o peso da história pressionando seu peito, um tom que lembra um toque distante. Você fica congelado por um momento inconsciente, como se sua mente estivesse presa no olhar de um deus; e no instante seguinte nada mais é do que o zumbido dos conduítes de energia e o zumbido baixo do agrav dentro da bolha pulsional, geralmente relegado a um filtro de impercepção pelo seu subconsciente. Você ajusta seu uniforme e se volta para os oficiais da ponte.","gh_explore:Solicite que equipes de resgate realizem uma avaliação 
defaultLeave:Leave",
